id,name,ann_count,label_valid,
3233,Bleached Cycloseris,0,,
3234,Dead table coral,30,,
3235,Dead massive-submassive coral,0,,
3236,Dead foliose coral,0,,
3237,Dead encrusting coral,0,,
3238,Mussismilia braziliensis,11845,,
3239,Mussismilia hispida,7752,,
3240,Mussismilia harttii,10209,,
3241,Siderastrea stellata,3268,,
3242,Millepora braziliensis,2,,
3243,Millepora nitida,1169,,
3244,Scolymia wellsi,318,,
3245,Meandrina braziliensis,8,,
3246,Favia gravida,1038,,
3247,Favia leptophylla,379,,
3248,Carijoa riisei,1654,,
3249,Plexaurella grandiflora,0,,
3250,Plexaurella regia,15,,
3251,Phyllogorgia dilatata,521,,
3252,Dead Barnacles,0,,
3253,Dipsastraea bleached,36,,
3254,Hippodiplosia insculpta,110,,
3255,Cirrhipathes spp.,0,,
3256,Heterogorgia uatumani,0,,
3257,Muricea flamma,0,,
3258,Muricea sulphurea,0,,
3259,Neospongodes atlantica,1069,,
3260,Monanchora arbuscula,12397,,
3261,Alicia mirabilis,0,,
3262,Condylactis gigantea,0,,
3263,Discosoma carlgreni,0,,
3264,Lebrunia spp.,10,,
3265,Solanderia spp.,0,,
3266,Dasycladus vermicularis,87,,
3267,Ochtodes secyndiramea,10,,
3268,Valonia spp.,89,,
3269,Stypopodium zonale,305,,
3270,Calcareous fragments,0,,
3271,Coral 1,0,,
3272,Coral 2,0,,
3273,Coral 3,0,,
3274,Fire Coral 1,0,,
3275,Black Coral 1,25,,
3276,Zoanthid 1,0,,
3277,Octocoral 1,0,,
3278,Sponge 1,0,,
3279,Sponge2,0,,
3280,Sponge 3,0,,
3281,Sponge 4,0,,
3282,Algae 1,0,,
3283,Boulder,73,,
3284,Clastic,0,,
3285,Coarse Sand,17321,,
3286,Spyridia filamentosa,0,,
3287,Hydnophora massive,43,,
3288,Hydnophora Digitate,0,,
3289,Alveopora tizardi,1,,
3290,Sclerophyllia maxima,1,,
3291,Montipora Plating,10178,,
3292,Pavona Columnar,856,,
3294,Laurencia,0,,
3295,Hard Coral plate,618,,
3296,Hard Coral_Foliose,44,,
3299,Rock Turf Algae,5237,,
3300,Recently killed coral turf algae,74,,
3301,Soft Coral Leathery,328,,
3302,Hard Coral_Encrusting,2870,,
3303,Rubble_,99,,
3304,Recently Killed Coral Nutrient Indicator Alga,77,,
3305,Rock Crustose Coralline Algae,566,,
3306,Don't Know,23,,
3307,Favia Massive,27,,
3308,Spider Crab,0,,
3309,Sub-Antarctic Hermit Crab,0,,
3310,Small Crab,0,,
3311,Keyhole limpet,0,,
3312,Chondrichthyes egg case,1,,
3313,Macroalgae: Membraneous: Brown,117,,
3314,Favites Massive,32,,
3316,Canistrocarpus cervicornis,39,,
3317,Pateria miniata,0,,
3318,Strongylocentrotus purpuratus,14,,
3319,Acropora ocellata,0,,
3320,Dendrophyllia,15,,
3321,Fungia fungites,0,,
3322,Pavona clavus,35,,
3323,Pavona venosa,19,,
3324,Porites solida,53,,
3325,Turbinaria mesenterina,12,,
3326,Turf (LOF),0,,
3327,Dead standing table coral,111,,
3328,Dead coral with turf algae,118,,
3329,Codium Reediae,0,,
3330,Gelidiella Acerosa,1,,
3331,SailBoat,0,,
3332,Motor Boat,0,,
3333,Sea Lettuce - Ulva Lactuca,512,,
3334,Dead Mans Finger - Codium Fragile,0,,
3335,Neptune's Necklace - Hormosira banksii,144,,
3336,Bladder Weed - Colpomenia sinuosa,0,,
3337,Little Blue Periwinkle - Nodilittorina Unifas,48,,
3338,Knobbly Wink - Nodilittorina Pyramidalis,19,,
3339,Black Nerita - Nerita Atramentosa,4,,
3340,Zebra Topshell - Austrocochlea porcata,5,,
3341,Ribbed Limpet,19,,
3342,Barnacle - Tessoropora rosea,53,,
3343,Mulberry Shell - Morula marginabla,2,,
3344,Dead coral algae,591,,
3345,fleshy seawed,0,,
3347,silt_clay,0,,
3349,corals:stony coral:Acropora Tabulate,0,,
3350,Encrusting Coscinaraea species,1,,
3351,Porites arnaudi,11,,
3352,Coral Juvenile,9,,
3353,Porites attenuata,1,,
3354,Acropora cytherea,497,,
3355,Echinopora lamellosa,2,,
3356,Water_H20_RR,2,,
3357,Coral:Stonycoral:Millepora,0,,
3358,Montipora turgescens,1,,
3359,Microalgae,11310,,
3360,Acropora Encrusting,3,,
3362,Turf Algae Alga,44,,
3363,Helliopora,1,,
3364,Corals Submassive,33,,
3365,zooanhtid,5,,
3366,Recently Dead (LOF),409,,
3368,Lobophora on Rubble,208,,
3369,Pebbles,156,,
3370,Shell Hash,2108,,
3371,Sand dollars,2908,,
3372,Sea Star,5,,
3373,Sandy Muddy,1140,,
3374,Sandy_Substrate,22743,,
3375,Muddy_Substrate,763,,
3376,Platygyra Massive,304,,
3377,Millepora dead,64,,
3378,Porites porites dead,173,,
3379,Nereia spp.,0,,
3380,Favia Columnar,1594,,
3381,Goniastrea Sub-Massive,2,,
3382,Halimeda discoidea,153,,
3383,Martensia Spp.,105,,
3384,Fucus sp.,1288,,
3385,Kelp,7494,,
3386,Alek,0,,
3387,Khang,0,,
3388,Robert,0,,
3389,Michelle,0,,
3390,Lily,0,,
3391,Jinju,0,,
3392,Karen,0,,
3393,Mr Webb,0,,
3394,Joseph,0,,
3395,Arbacia dufresnii,919,,
3396,Anasterias minuta,0,,
3397,Pseudechinus magellanicus,75,,
3398,Predaea spp.,21,,
3399,Acanthophora  pacifica,24,,
3400,Actinopyga varians,5,,
3401,Marine Debris,2,,
3402,Echinostrephus aciculatus,12,,
3403,Chondrocidaris gigantea,0,,
3404,Bleached Lobactis scutaria,0,,
3405,Bleached Cyphastrea ocellina,1,,
3406,Bleached Leptastrea purpurea,0,,
3407,Bleached Pavona duerdeni,3,,
3408,Bleached Porites brighami,2,,
3409,Bleached Porites lobata,2,,
3410,Bleached Pavona varians,3,,
3411,Porites hawaiiensis,15,,
3412,Hydnophora Submassive,17,,
3413,Pavona Submassive,331,,
3414,Calcified Worm,974,,
3415,Balanus eburneus,419,,
3416,Cryptic Fish,0,,
3417,Unknown 1,0,,
3418,Unknown 2,0,,
3419,Unknown 3,0,,
3420,Unknown 4,0,,
3421,Unknown 5,0,,
3422,Unknown 6,0,,
3423,Unknown 7,0,,
3424,Unknown 8,0,,
3425,Unknown 9,0,,
3426,Unknown 10,0,,
3427,Unknown 11,0,,
3428,Unknown 12,0,,
3429,Unknown 13,0,,
3430,Unknown 14,0,,
3431,Encrusting Organism on hard substrate,15,,
3432,Ircinia dendroides,3,,
3433,Fragile-Branching Coral,0,,
3434,Branching Coral,0,,
3435,Plating Coral,0,,
3436,Massive / Encrusting Coral,0,,
3437,Lettuce Coral,394,,
3438,Hard Substrate,1166099,,
3439,Short Branching Coral,0,,
3440,Deep Substrate,1054,,
3441,Hard Coral newly dead,0,,
3442,CCA on other,0,,
3443,Gelidium spp,888,,
3444,Corynactis carnea,23288,,
3445,Aulacomya atra,2759,,
3446,Helcogrammoides cunninghami,29,,
3447,Anthothoe chilensis,234,,
3448,Austromegabalanus psittacus,8,,
3449,Asterocarpa humilis,24,,
3450,Wire,127,,
3451,Star picket,13,,
3452,Microalgal puffs,0,,
3453,Obscured,20357,,
3454,Electrical tape,16,,
3455,Detached Turbinaria,136,,
3457,Hard Coral Corymbose,0,,
3458,Hard Coral Digitate,504,,
3459,Hard Coral Tabulate,0,,
3460,Hard Coral Submassive,0,,
3461,Oulophyllia,30,,
3462,Cantharellus,0,,
3463,Catalaphyllia,0,,
3464,Coeloseris,77,,
3465,Diaseris,0,,
3466,Horastrea,0,,
3467,Polyphillia,0,,
3468,Poritipora,0,,
3469,Stylaraea,0,,
3470,Hard Coral Solitary,0,,
3471,Thalassondendron ciliatum,0,,
3472,Thalassia hemprichii,0,,
3473,Syringodium isoetifolium,0,,
3474,Pleurobranchaea maculata,25,,
3475,Lichen,78,,
3476,Micromussa,0,,
3477,Pseudosiderastrea,0,,
3478,Ctenella,0,,
3479,Heterocyathus,0,,
3480,Lithophyllon_,0,,
3481,Cymodocea rotundata,0,,
3482,Halodule wrightii,8,,
3483,Mussel,10,,
3484,Detritus,6240,,
3485,Undaria pinnatifida,578,,
3486,Hymenena falklandica,1566,,
3487,Codium vermilara/fragile,702,,
3488,Hymeniacidon perlevis,0,,
3489,Lissoclinum fragile,211,,
3490,Leiosolenus patagonicus,2638,,
3491,Leucippa pentagona,17,,
3492,Drift algae,8,,
3493,off subject,28802,,
3494,Fissurella radiosa tixierae,4,,
3495,Allostichaster capensis,5,,
3496,Terebellidae,248,,
3497,Tegula patagonica,120,,
3498,white net,34,,
3501,Pachycheles chubutensis,8,,
3502,CRED-Porites rus/monticulosa,0,,
3503,menj,0,,
3504,Millepora 2,0,,
3505,menj 2,0,,
3506,Cualerpa,0,,
3507,CRED-Wire and black coral,0,,
3508,Holothurea atra,0,,
3509,Heteractis magnifica,17,,
3510,Damsel turf,164,,
3511,Halcurias sp.,1469,,
3512,Diaulula punctuolata,9,,
3513,Doris fontainii,7,,
3514,Unknown Coral,0,,
3515,Pocillopora aliciae,303,,
3516,Paragoniastrea australensis,1188,,
3517,Micromussa lordhowensis,66,,
3518,Astrea curta,189,,
3519,Porites heronensis,134,,
3521,Ascidian solitary,23,,
3522,Ascidian colonial,515,,
3524,LaMER test labels,0,,
3525,Debris,32,,
3529,Gray Sponge,86,,
3530,Leptopsammia pruvoti,34,,
3531,Sandalolitha,0,,
3532,POLYPHYLLIA,0,,
3533,Echinopora Branching,0,,
3534,Turf algal sediment matrix,12904,,
3535,Palythoa caribaeorum,33227,,
3536,Halimeda (disc sediments),1536,,
3537,NOAA/RSMAS,0,,
3538,CCA white to greenish,626,,
3539,Symphyllia Encrusting,1,,
3540,Calcium Carbonate,747,,
3541,Herbivory,191,,
3542,Sedimento,30198,,
3543,Concreção Calcária Viva,0,,
3544,Concreção Calcária Morta,110,,
3545,Concr Calcária Viva,723,,
3546,Rodolito Vivo,6606,,
3547,Rodolito Morto,733,,
3548,Outros,196,,
3549,Avrainvillea amadelpha,0,,
3550,Bryopsis hypnoides,0,,
3551,Cladophora vagabunda,0,,
3552,Caulerpa sertualariodes,0,,
3553,Clado,0,,
3554,Enteromorpha flexuisa,0,,
3555,Halophila decipiens,0,,
3556,Gracilaria coronopifolia,0,,
3557,Hypnea cervicornis,0,,
3558,Amansia glomerata,6,,
3559,Red Fine Filamentous Algae,2602,,
3560,Red Thick Filamentous Algae,3191,,
3561,Green Fine Filamentous Algae,3044,,
3562,Macroalgae unkown,0,,
3563,Articulated coralline algae,2829,,
3564,Botryocladia wynnei,0,,
3565,Caulerpa cupressoides,12,,
3566,Caulerpa prolifera,13,,
3567,Caulerpa sertularioides,25,,
3568,Caulerpa lanuginosa,8,,
3569,Ceratodictyon variabile,1,,
3570,Codium intertextum,0,,
3571,Codium isthmocladum,0,,
3572,Codium taylorii,0,,
3573,Dictyosphaeria verluysii,1,,
3574,Heterosiphonia,7,,
3575,Hypnea pseudomusciformis,97,,
3576,Osmundaria obtusiloba,92,,
3577,Plocamium brasiliensis,0,,
3578,Spatoglossum schroederi,6,,
3579,Tricleocarpa,0,,
3580,Aplysia dactylomela,0,,
3581,Mussismilia leptophylla,81,,
3582,Stephanocoenia spp.,260,,
3583,Antipathes sp.,0,,
3584,Cirripathes sp.,0,,
3585,Cliona delitrix,319,,
3586,Scopalina ruetzleri,191,,
3587,Sedimento grosso,8922,,
3588,Sedimento fino,2865,,
3589,Sedimento branco carbonático,0,,
3590,Unknown macroae,0,,
3591,Unknown macroalgae,380,,
3592,Parabunodactis imperfecta,54,,
3593,Phycodrys quercifolia,992,,
3594,Juvenile Undaria pinnatifida,155,,
3595,Cycethra verrucosa,19,,
3596,Ophioplocus januarii,3,,
3597,Bornetella sphaerica,0,,
3598,Bryopsis spp.,0,,
3599,Centroceras spp.,0,,
3600,Champia parvula,13,,
3601,Coelothrix irregularis,1,,
3602,Jania spp.,0,,
3603,Quadrat,2587,,
3604,Leptoseris fragilis,81,,
3605,Leptoseris glabra,124,,
3606,Leptoseris yabei,26,,
3607,Leptoseris amitoriensis,0,,
3609,Betaeus lilianae,1,,
3610,Ostrea Lurida,27275,,
3611,Magellania venosa,22,,
3612,Pilumnoides hassleri,1,,
3613,SAR,0,,
3614,Hydnophora Plating,9,,
3615,Sponge: Encrusting,2159,,
3616,Sponge: Arborescent,59,,
3617,Sponge: Masive,946,,
3618,Sponge: Repent,233,,
3619,Sponge: Tubular,499,,
3620,Colonial tunicate,1007,,
3621,Thalamoporella californica,1810,,
3622,Sponge: Papilae,15,,
3623,Cliona sp.,67,,
3624,Darwinella cf. rosacea,88,,
3625,Oyster / Anemone,354,,
3626,Anemone / Barnacles,19,,
3627,Pinctada /Anemone,24,,
3628,Dendropoma gregarium,13,,
3629,Odontaster penicillatus,13,,
3630,Empty wall space,201,,
3631,Power head pump,134,,
3632,Coral from other experiment,163,,
3633,Abiotic,188,,
3634,Other coral or algae,650,,
3635,pteria /Anemone,16,,
3636,Macomona liliana,0,,
3637,Macroclymenella stewartensis,682,,
3638,Branching Soft Coral,548,,
3639,Lobophyton,47,,
3640,Branching Coralline Algae,17,,
3641,Turf Algae on Dead Coral (+ rubble),5465,,
3643,Unknown Invert,823,,
3644,Unk Algae,1182,,
3645,Dead Halimeda,4756,,
3646,Eupolymnia nebulosa,0,,
3647,Pomatoceros_spp,0,,
3648,Protula tubularia,0,,
3649,Salmacina_spp/Filograna implexa,3986,,
3650,Spirorbis_spp,10,,
3651,Polysyncraton_spp,0,,
3652,Corallium rubrum,0,,
3653,Dentiporella sardonica,62,,
3654,Schizomavella spp.,1272,,
3655,Pentapora ottomulleriana,0,,
3656,Schizobrachiella sanguinea,598,,
3657,Diplosolen obelia/Plagioecia sp.,1105,,
3658,Tubulipora plumosa,514,,
3659,Adeonella calveti,1,,
3660,Caberea boryi,0,,
3661,Myriapora truncata,0,,
3662,Pentapora fascialis,0,,
3663,Schizotheca serratimargo,0,,
3664,Smittina cervicornis,0,,
3665,Miniacina miniacea,46,,
3666,Anomia ephippium,370,,
3667,Talochlamys multistriata,1,,
3668,Halopteris filicina,0,,
3669,Zanardinia typus,0,,
3670,Aplysilla sulfurea,0,,
3671,Haliclona mucosa,0,,
3672,Halisarca dujardinii,9,,
3673,Hemimycale columella,0,,
3674,Valonia macrophysa,0,,
3675,Hamelida tuna,0,,
3676,Mesophyllum spp. Encrusting,1,,
3677,Lithophyllum spp. Encrusting,467,,
3678,Palmophyllum crassum,0,,
3679,Corella eumyota,636,,
3680,Cryptosula pallasiana,84,,
3681,Styela plicata,295,,
3682,Celleporella hyalina,3803,,
3683,Celleporaria brunnea,0,,
3684,Crisulipora occidentalis,0,,
3685,Botrylloides diegensis,425,,
3686,Didemnidae,205,,
3687,Pycnoclavella spp.,0,,
3688,Ascidiella scabra,28,,
3689,Ascidia mentula,80,,
3690,Ciona roulai,127,,
3691,Diplastrella bistellata,26,,
3692,Chrysymenia ventricosa,0,,
3693,Sphaerococcus coronopifolius,15,,
3694,Aplidium fuscum,0,,
3695,Ascidia conchilega,6,,
3696,Phyllangia mouchetzi,0,,
3697,Amphitrides gracilis,2,,
3698,Reteporella spp.,1934,,
3699,Idmidronea sp.,0,,
3700,Porifera indet. or Ascidiacea indet.,54,,
3701,Hornera lichenoides,0,,
3702,Rhynchozoon neapolitanum,0,,
3703,Alcyonium coralloides,49,,
3704,Sedentary Annelida Polychaeta,453,,
3705,Ascandra contorta,70,,
3706,Ciona sp.,21,,
3707,Disporella sp.,306,,
3708,Halocynthia papillosa,9,,
3709,Pododesmus sp.,8,,
3710,Palisada parvipapillate,0,,
3711,Pterociadiella spp,18,,
3712,Sphacelaria spp,0,,
3713,Chnoospora minima,0,,
3714,Not colonizable,10128,,
3715,Eupolymnia/Amphitrides,1,,
3716,Dead Clam Shell,1,,
3717,Phrikoceros mopsus,0,,
3718,oyster byssus,21,,
3719,Cellana sandwicensis,0,,
3720,Cellana talcosa,0,,
3721,Drupa morum,0,,
3722,Drupa ricinus,0,,
3724,TFP: Turbinarea,0,,
3725,Thin/Foliose/Plating Montipora,0,,
3726,Sponges: Terpios,1,,
3727,Asteronema breviarticulatum,0,,
3728,Sargassum polyphyllum,0,,
3729,Massive/SubMassive/Encrusting: Montipora,0,,
3730,Macroalgae: Codium,0,,
3731,Loose substrate: Mud,0,,
3732,Polycera marplatensis,0,,
3733,Undaria debris,227,,
3734,Fissurellidea patagonica,22,,
3735,Aequipecten tehuelchus,1,,
3736,Paramolgula gregaria,15,,
3737,Other benthic,56,,
3738,"Other, mobile and manmade",829,,
3739,Morula granulata,0,,
3740,Ahnfeltiopsis concinna,0,,
3741,Sargassum aquifolium,0,,
3742,Rosenvingea sp.,0,,
3743,51_arborescent_hard_coral,122,,
3744,51_bushy_hard_coral,991,,
3745,51_columnar_hard_coral,519,,
3746,51_encrusting_hard_coral,3753,,
3747,51_foliose_hard_coral,356,,
3749,51_tabular_hard_coral,567,,
3750,51_unattached_hard_coral,15,,
3751,51_articulated_calcareous_algae,176,,
3752,51_corticated_foliose_algae,468,,
3753,51_corticated_macrophytes_algae,1237,,
3754,51_crustose_algae,8623,,
3756,51_foliose_algae,21,,
3757,51_leathery_macrophytes_algae,1,,
3758,51_bushy_octocoral,1305,,
3759,51_arborescent_octocoral,142,,
3760,51_clustered_octocoral,3743,,
3761,51_digitate_octocoral,434,,
3762,51_encrusting_octocoral,354,,
3763,51_fan_shape_octocoral,244,,
3764,51_lobate_octocoral,399,,
3765,51_massive_octocoral,439,,
3766,51_whip_shape_octocoral,101,,
3767,51_arborescent_sponge,8,,
3768,51_branching_repent_sponge,29,,
3769,51_encrusting_sponge,771,,
3770,51_flabellate_sponge,16,,
3771,51_globular_sponge,0,,
3772,51_massive_sponge,686,,
3773,51_papillate_sponge,0,,
3774,51_pedunculate_sponge,0,,
3775,51_tubular_sponge,17,,
3776,51_arborescent_zoantharian,15,,
3777,51_encrusting_zoantharian,10,,
3778,51_massive_zoantharian,285,,
3779,51_arborescent_antipatharians,235,,
3780,51_whip_antipatharians,25,,
3781,51_arborescent_bryozoans,202,,
3782,51_encrusting_bryozoans,5,,
3783,51_massive_bryozoans,0,,
3784,51_clustered_ascidian,5,,
3785,51_encrusting_ascidian,67,,
3786,51_erect_single_ascidian,1,,
3787,51_arborescent_hydrozoan,1,,
3788,Bacteria - Beggiatoa,0,,
3789,51_bushy_hydrozoan,13,,
3790,51_plumose_hydrozoan,84,,
3791,51_encrusting_corallimopharians,6,,
3792,51_encrusting_actinarians,43,,
3793,Hyp/Cyano,35,,
3794,nemalion helminthoides,0,,
3795,Millerella pannosa,0,,
3796,Gorgonia ventalina,1,,
3797,Amphibolis antarctica,228,,
3798,Heterozostera tasmanica,611,,
3799,Posidonia sp,1051,,
3800,Seagrass wrack,113,,
3801,Anotrichium furcellatum,5191,,
3802,Unhealthy tissue color,83,,
3803,Healthy Tissue,29,,
3804,Lesion,0,,
3805,Zoopilus echinatus,102,,
3806,Live Coral,0,,
3807,Live,3338,,
3808,Dead,400,,
3809,Skeleton,339,,
3810,Tripalea clavaria,11,,
3811,Cosmasterias lurida,91,,
3812,Clathria sp.,114,,
3813,Lithophyllum kotschyanum,0,,
3814,Pneophyllum conicum,0,,
3815,Ciona robusta,23,,
3816,Lomentaria clavellosa,10,,
3817,Lemnalia,92,,
3818,M.regula\ anemone,5,,
3819,EAM: with sediment,30,,
3820,Tubastraea,0,,
3821,Other soft Taiwan,0,,
3822,Myxicola,3,,
3823,serpulid worm sediment matrix,2798,,
3824,Hyrtios sp.,187,,
3825,Gracilaria spp.,81,,
3826,Halymeniaceae,164,,
3827,Udoteaceae,43,,
3828,Dictyosphaerea,32,,
3829,petroglossum,5,,
3830,Gelidiales,2,,
3831,Dendronephthya,5,,
3832,Clavulariidae,3,,
3833,Echinomuricea indomalaccensis,0,,
3834,Bryopsis indica,16,,
3835,Lobophera,25,,
3836,Hincksia,12,,
3837,Dictyopteris australis,885,,
3838,Fissure,142,,
3839,Panulirus ornatus,0,,
3840,other crustacean,7,,
3841,Haliptylon sp,133,,
3842,Chiton,0,,
3843,Perna perna,236,,
3844,Lithophyllum sp. on dead branching coral,0,,
3845,Lithophyllum sp. on dead laminar coral,0,,
3846,Lithophyllum sp. on dead massive coral,0,,
3847,Lithophyllum sp. on dead encrusting coral,0,,
3848,Pneophyllum sp on dead branching coral,0,,
3849,Pneophyllum sp on dead massive coral,0,,
3850,Pneophyllum sp on dead encrusting coral,0,,
3851,Pneophyllum sp on dead laminar coral,0,,
3852,Hydrolithon sp on dead branching coral,0,,
3853,Hydrolithon sp on dead massive coral,0,,
3854,Hydrolithon sp on dead encrusting coral,0,,
3855,Hydrolithon sp on dead laminar coral,0,,
3856,Hydrolithon sp on dead columnar coral,0,,
3857,Hard Bottom,622,,
3858,CCA on dead massive coral,955,,
3859,CCA on dead branching coral,10,,
3860,CCA on dead laminar coral,33,,
3861,CCA on dead columnar coral,41,,
3862,Neopetrosia,181,,
3863,Neopetrosia sp2,12,,
3864,Stelletta cf. clavosa,4,,
3865,Didemnum molle,37,,
3866,Colonial encrusting Didemnum,19,,
3867,Blue-pink CCA,0,,
3868,Deep-pink CCA,447,,
3869,Pale Red CCA,109,,
3870,Branching pink CCA,316,,
3871,Red CCA,914,,
3872,Pale yellow CCA,232,,
3873,Dark yellow CCA,156,,
3874,Pink CCA,2749,,
3875,Montipora foveolata,205,,
3876,Fan Shape LOB/PAD,566,,
3877,Red Foliose,118,,
3878,Red Calcareous,549,,
3879,Porites columna,0,,
3880,CCA on dead encrusting coral,383,,
3881,Pink CCA on dead massive coral,3610,,
3882,Deep pink CCA on dead massive coral,94,,
3883,Pink CCA on dead branching coral,486,,
3884,Pink branching CCA on dead branching coral,821,,
3885,Dipsastraea maxima,9,,
3886,Pseudoceratina_sp,87,,
3887,Bright red CCA,373,,
3888,White CCA,39,,
3889,White-gray CCA on dead massive coral,23,,
3890,White-gray CCA on dead encrusting coral,7,,
3891,White-gray CCA on dead laminar coral,0,,
3892,White-gray CCA on dead columnar coral,0,,
3893,Pale yellow CCA on dead massive coral,284,,
3894,Pale yellow CCA on dead columnar coral,8,,
3895,Pale yellow CCA on dead encrusting coral,134,,
3896,Pale yellow CCA on dead branching coral,8,,
3897,Brown CCA on dead massive coral,606,,
3898,Brown CCA on dead encrusting coral,192,,
3899,Brown CCA on dead columnar coral,23,,
3900,Brown CCA on dead laminar coral,23,,
3901,Pink CCA on dead laminar coral,79,,
3902,Pink CCA on dead encrusting coral,832,,
3903,Botryllus sp1,73,,
3904,Pale yellow branching CCA,39,,
3905,Yellow-orange CCA on dead branching coral,11,,
3906,Montipora venosa,14,,
3907,Montipora millepora,289,,
3908,Pink CCA on dead columnar coral,403,,
3909,Pale red CCA on dead massive coral,12,,
3910,Pale red CCA on dead encrusting coralal,28,,
3911,Pale red CCA on dead laminar coral,1,,
3912,Pale red CCA on dead columnar coral,0,,
3913,Red CCA on dead encrusting coral,320,,
3914,Red CCA on dead massive coral,431,,
3915,Red CCA on dead laminar coral,9,,
3916,Red CCA on dead columnar coral,9,,
3917,Red CCA on dead branching coral,5,,
3918,Red branching CCA,298,,
3919,Derbesia tenuissima,11,,
3920,Derbesia fastigiata,0,,
3921,Brillo Spike Pad,3,,
3922,Sedges,0,,
3923,Turf Algae on dead laminar coral,215,,
3924,Turf Algae on dead encrusting coral,2300,,
3925,Turf Algae on dead columnar coral,355,,
3926,Branching pink CCA on dead massive coral,188,,
3927,Plakortis lita,128,,
3928,Pink branching CCA on dead tabular coral,181,,
3929,Turf algae on dead tabular coral,120,,
3930,Tydemania spp.,1,,
3931,Bleached massive porites,11,,
3932,ARMS-PMT-Tunicata,1813,,
3933,ARMS-PMT-Encrusting Sponge,2887,,
3934,Favites micropentagona,1,,
3935,Leucetta,2,,
3936,Dark yellow CCA on dead massive Coral,36,,
3937,Dark yellow CCA on dead collumnar Coral,17,,
3938,Dark yellow CCA on dead encrustingCoral,14,,
3939,Dark yellow CCA on dead laminar Coral,1,,
3940,Neosmilaster georgianus,0,,
3941,Odontaster validus,0,,
3942,Odontaster meriodonalis,0,,
3943,Perknaster sp,0,,
3944,Granaster nutrix,0,,
3945,Psilaster charcoti,0,,
3946,Cuenotaster involutus,0,,
3947,Acodontaster hodgsoni,0,,
3948,Labidiaster annulatus,0,,
3949,Echinoidea,0,,
3950,Sterechinus neumayeri,0,,
3951,Notocidaris sp.,0,,
3952,Ophiuroidea,0,,
3953,Ophionotus victoriae,0,,
3954,Holothuroidea,0,,
3955,Cladodactyla sicinski,0,,
3956,Psolus sp.,0,,
3957,Crinoidea,0,,
3958,Promachocrinus kerguelensis,0,,
3959,Gastropoda,4,,
3960,Nacella concinna,0,,
3961,Margarella antarctica,0,,
3962,Laevilacunaria antarctica,0,,
3963,Pellilitorina pellita,0,,
3964,Leptocollonia innocens,0,,
3965,Montipora meandrina,95,,
3966,Montipora efflorescens,98,,
3967,Montipora hoffmeisteri,56,,
3968,Filter Feeder,0,,
3969,Crustose non-coralline algae,1,,
3970,"Mussel, dead",0,,
3971,Paramontastraea salebrosa,70,,
3972,Astreopora gracilis,73,,
3973,Amauropsis aureolata,0,,
3974,Neobuccinum eatoni,0,,
3975,Trophon leptocharteres,0,,
3976,Trophon nucelliformis,0,,
3977,Opisthobranchia,0,,
3978,Doris kerguelensis,0,,
3979,Notaeolidia gigas,0,,
3980,Tritoniella belli,0,,
3981,Charcotia granulosa,0,,
3982,Pseudotritonia gracilidens,0,,
3983,Aegires albus,0,,
3984,Clase Bivalvia,0,,
3985,Laternula elliptica,0,,
3986,Aequiyoldia eightsii,0,,
3987,Kidderia bicolor,0,,
3988,Polyplacophora,0,,
3989,Leptochiton kerguelensis,0,,
3990,Nuttallochiton mirandus,0,,
3991,Anthozoa,0,,
3992,Glyphoperidium bursa,0,,
3993,Isosicyonis alba,0,,
3994,Stomphia selaginella,0,,
3995,Edwarsia inachi,0,,
3996,Hormathia lacunifera,0,,
3997,Artemidactis victrix,0,,
3998,Artemidactis victrix.,0,,
3999,Corallimorphus karinae,0,,
4000,Hydrozoa.,0,,
4001,Staurocladia charcoti,0,,
4002,Obelia longissima,0,,
4003,Silicularia pedunculata,0,,
4004,Oswaldella spp,0,,
4005,Symplectocyphus spp,0,,
4006,Gorgonacea,0,,
4007,Alcyonium antarcticum,0,,
4008,Clavularia sp,0,,
4009,Arntzia gracilis,0,,
4010,Onogorgia nodosa,0,,
4011,Thouarella (Epithouarella) crenelata,0,,
4012,Thouarella pendulina,0,,
4013,Pennatulacea,0,,
4014,Malacobelemnon daytoni,0,,
4015,Polychaeta,0,,
4016,Spirorbidae.,0,,
4017,Flabelligera mundata,0,,
4018,Perkinsiana sp,0,,
4019,Terebellidae.,0,,
4020,Nereididae,0,,
4021,Polynoidae,0,,
4022,Syllidae,0,,
4023,Hirudinea,0,,
4024,Trachelobdellina glabra,0,,
4025,Priapulada,0,,
4026,Priapulus tuberculatospinosus,0,,
4027,Pycnogonida,0,,
4028,Amphipoda,0,,
4029,Pariphimedia integricauda,0,,
4030,Pariphimedia integricauda.,0,,
4031,Stegopanoploea joubini,0,,
4032,Paraceradocus miersi,0,,
4033,Bovallia gigantea,0,,
4034,Schraderia gracilis,0,,
4035,Isopoda,0,,
4036,Serolidae,0,,
4037,Glyptonotus antarcticus,0,,
4038,Porifera.,0,,
4039,Cinachyra barbata,0,,
4040,Polymastia invaginata,0,,
4041,Latrunculia apicalis,0,,
4042,Dendrilla antarctica,0,,
4043,Sphaerotylus antarcticus,0,,
4044,Homaxinella balfourensis,0,,
4045,Haliclona sp.,0,,
4046,Phorbas cf. domini,0,,
4047,Isodictya erinacea,0,,
4048,Cinachyra barbat,0,,
4049,Anoxycalyx (Scolymastra) joubini,0,,
